timestamp,temperature,radiation,pressure,battery_level,signal_strength,velocity,altitude
2026-01-15T08:21:00Z,38.9,4.3013,101.307,87.81,-65.21,7.7218,409.36
2026-01-15T08:21:30Z,40.3,4.0229,101.129,85.47,-63.13,7.73,409.19
2026-01-15T08:22:00Z,40.16,3.9487,101.254,85.68,-63.02,7.744,409.31
2026-01-15T08:22:30Z,40.33,3.9787,101.175,84.96,-60.88,7.7325,408.94
2026-01-15T08:23:00Z,41.3,4.0916,101.136,87.03,-64.46,7.7497,409.81
2026-01-15T08:23:30Z,40.29,3.7375,101.024,85.85,-64.57,7.7503,409.26
2026-01-15T08:24:00Z,40.92,4.0181,101.154,86.55,-63.12,7.7573,409.78
2026-01-15T08:24:30Z,39.93,3.9298,101.043,87.54,-63.09,7.7677,409.38
2026-01-15T08:25:00Z,40.16,4.2589,101.244,86.18,-64.76,7.7587,409.78
2026-01-15T08:25:30Z,40.55,3.9477,101.287,86.97,-64.66,7.7196,409.42
2026-01-15T08:26:00Z,37.28,4.2145,101.102,86.34,-63.59,7.7196,409.58
2026-01-15T08:26:30Z,38.82,3.788,101.189,87.21,-65.3,7.7354,409.52
2026-01-15T08:27:00Z,38.41,4.0294,101.106,86.89,-64.88,7.7271,409.48
2026-01-15T08:27:30Z,37.96,3.9755,101.113,85.58,-64.37,7.7124,409.38
2026-01-15T08:28:00Z,38.28,3.7823,101.225,85.96,-63.39,7.7253,409.18
2026-01-15T08:28:30Z,40.69,3.9229,101.159,87.01,-65.42,7.7236,409.8
2026-01-15T08:29:00Z,36.88,4.0604,101.3,86.18,-67.02,7.7185,408.93
2026-01-15T08:29:30Z,39.35,3.811,101.122,84.2,-67.24,7.7243,409.18
2026-01-15T08:30:00Z,35.06,3.5854,101.24,86.05,-66.58,7.7529,409.15
2026-01-15T08:30:30Z,36.76,3.815,101.167,84.09,-66.79,7.7318,409.24
2026-01-15T08:31:00Z,37.17,3.6595,101.222,86.36,-65.55,7.7758,408.96
2026-01-15T08:31:30Z,37.44,3.7195,101.122,85.73,-66.95,7.7281,409.15
2026-01-15T08:32:00Z,37.25,3.7334,101.153,84.75,-66.54,7.7172,408.97
2026-01-15T08:32:30Z,36.98,3.4634,101.147,84.35,-66.8,7.7214,408.51
2026-01-15T08:33:00Z,34.85,3.4494,101.089,83.71,-66.58,7.7246,408.95
2026-01-15T08:33:30Z,34.25,3.7355,101.208,84.31,-64.66,7.7263,408.58
2026-01-15T08:34:00Z,35.79,3.5552,101.207,82.97,-65.65,7.7571,408.35
2026-01-15T08:34:30Z,33.76,3.2182,101.201,83.27,-66.63,7.6966,408.87
2026-01-15T08:35:00Z,31.66,3.6891,101.276,83.59,-67.41,7.7286,408.94
2026-01-15T08:35:30Z,31.38,3.5796,101.269,81.83,-67.59,7.7134,408.9
2026-01-15T08:36:00Z,31.2,3.3983,101.122,81.44,-66.9,7.6756,408.87
2026-01-15T08:36:30Z,32.81,3.2735,101.181,80.52,-66.83,7.7201,408.08
2026-01-15T08:37:00Z,31.75,3.5613,101.101,80.29,-68.85,7.7277,408.2
2026-01-15T08:37:30Z,32.04,3.4524,101.152,79.17,-67.96,7.6829,409.15
2026-01-15T08:38:00Z,29.81,3.7208,101.101,81.36,-70.68,7.6974,408.2
2026-01-15T08:38:30Z,30.13,3.3891,101.278,82.07,-68.24,7.6606,408.65
2026-01-15T08:39:00Z,30.26,3.3462,101.177,81.31,-67.83,7.6674,408.21
2026-01-15T08:39:30Z,28.28,3.2245,101.13,77.87,-69.34,7.7109,408.39
2026-01-15T08:40:00Z,38.73,11.2202,101.242,79.83,-67.08,7.678,408.12
2026-01-15T08:40:30Z,38.56,11.2847,100.972,80.13,-70.59,7.6625,408.43
2026-01-15T08:41:00Z,34.47,10.3757,100.984,77.85,-69.53,7.6866,408.25
2026-01-15T08:41:30Z,25.78,3.0121,101.208,78.0,-70.11,7.6689,408.02
2026-01-15T08:42:00Z,23.95,2.9842,101.149,75.49,-70.46,7.6672,407.79
2026-01-15T08:42:30Z,25.86,2.9365,101.163,77.35,-70.75,7.6887,408.13
2026-01-15T08:43:00Z,23.8,3.0856,101.036,75.61,-70.76,7.6479,407.63
2026-01-15T08:43:30Z,23.9,3.1502,101.14,76.45,-70.15,7.6503,408.07
2026-01-15T08:44:00Z,23.98,2.8149,101.302,74.28,-69.79,7.6687,408.67
2026-01-15T08:44:30Z,23.3,2.7782,101.207,75.96,-71.72,7.6822,408.23
2026-01-15T08:45:00Z,23.0,2.8471,101.153,76.02,-71.02,7.6848,407.99
2026-01-15T08:45:30Z,21.22,2.7213,101.104,73.8,-73.12,7.6439,407.69
2026-01-15T08:46:00Z,20.11,2.8591,101.107,73.03,-71.64,7.6732,407.08
2026-01-15T08:46:30Z,20.0,2.3368,100.968,71.59,-73.75,7.636,407.21
2026-01-15T08:47:00Z,16.96,2.509,101.158,73.06,-71.8,7.6854,407.94
2026-01-15T08:47:30Z,16.7,2.4743,101.204,72.33,-70.74,7.6234,407.26
2026-01-15T08:48:00Z,16.27,2.2025,101.01,70.95,-73.81,7.6699,407.24
2026-01-15T08:48:30Z,16.15,2.3651,101.082,72.55,-76.57,7.6275,407.34
2026-01-15T08:49:00Z,17.64,2.332,101.042,71.24,-74.86,7.6782,407.02
2026-01-15T08:49:30Z,15.08,2.399,101.057,70.22,-72.99,7.6471,406.92
2026-01-15T08:50:00Z,15.28,2.5565,101.138,70.34,-74.07,7.6123,407.22
2026-01-15T08:50:30Z,17.21,2.3137,100.966,71.58,-74.7,7.6196,406.92
2026-01-15T08:51:00Z,14.14,2.1573,101.181,70.72,-74.04,7.6431,406.91
2026-01-15T08:51:30Z,15.22,2.2654,101.192,69.61,-74.93,7.646,406.85
2026-01-15T08:52:00Z,12.15,2.394,101.11,69.99,-74.29,7.621,407.19
2026-01-15T08:52:30Z,12.69,2.0536,100.931,67.84,-74.9,7.6209,406.92
2026-01-15T08:53:00Z,11.04,2.0275,101.05,68.67,-74.41,7.6328,406.89
2026-01-15T08:53:30Z,11.43,2.2128,101.227,68.44,-76.04,7.6179,407.07
2026-01-15T08:54:00Z,12.68,2.0614,100.906,67.48,-75.62,7.5871,406.81
2026-01-15T08:54:30Z,8.33,2.1583,101.099,68.05,-77.29,7.5945,406.72
2026-01-15T08:55:00Z,11.08,2.0266,101.032,66.51,-77.86,7.6133,406.9
2026-01-15T08:55:30Z,10.31,2.1023,101.19,67.48,-75.3,7.6308,406.92
2026-01-15T08:56:00Z,8.6,1.8111,101.071,67.22,-77.3,7.6367,406.63
2026-01-15T08:56:30Z,6.88,1.935,101.157,63.45,-76.79,7.618,406.66
2026-01-15T08:57:00Z,8.73,1.8766,101.169,67.27,-77.8,7.6063,406.37
2026-01-15T08:57:30Z,7.42,1.6984,101.27,62.76,-78.83,7.6137,406.3
2026-01-15T08:58:00Z,8.16,1.6199,101.106,64.93,-78.29,7.5836,406.76
2026-01-15T08:58:30Z,7.47,1.932,101.152,66.32,-76.75,7.5922,406.63
2026-01-15T08:59:00Z,9.48,1.7525,101.002,64.73,-77.97,7.5772,406.6
2026-01-15T08:59:30Z,6.38,1.629,101.216,63.36,-80.84,7.5672,406.51
2026-01-15T09:00:00Z,4.88,1.7463,101.059,63.51,-79.19,7.5974,406.41
2026-01-15T09:00:30Z,6.38,1.9097,101.074,65.43,-76.92,7.5931,406.58
2026-01-15T09:01:00Z,6.15,1.3793,101.117,62.29,-79.45,7.6018,406.63
2026-01-15T09:01:30Z,7.59,1.4792,100.993,65.17,-81.47,7.5978,406.6
2026-01-15T09:02:00Z,6.56,1.5489,101.135,63.82,-77.15,7.5907,406.27
2026-01-15T09:02:30Z,5.62,1.8915,101.194,62.53,-78.7,7.596,406.69
2026-01-15T09:03:00Z,7.08,1.7011,101.139,63.0,-79.69,7.5831,406.33
2026-01-15T09:03:30Z,2.91,1.7616,100.988,62.45,-80.14,7.5914,406.43
2026-01-15T09:04:00Z,3.58,1.4646,101.105,64.22,-78.46,7.5679,406.31
2026-01-15T09:04:30Z,3.0,1.4583,101.173,63.99,-80.48,7.5891,406.28
2026-01-15T09:05:00Z,3.69,1.6854,100.963,61.46,-78.5,7.5946,405.98
2026-01-15T09:05:30Z,2.11,1.6204,101.027,62.71,-79.27,7.5674,406.4
2026-01-15T09:06:00Z,5.05,1.6889,101.182,62.2,-79.66,7.5815,407.03
2026-01-15T09:06:30Z,3.71,1.5748,101.133,64.32,-79.81,7.5677,406.06
2026-01-15T09:07:00Z,1.8,1.6425,101.143,61.66,-80.21,7.5695,406.19
2026-01-15T09:07:30Z,2.48,1.6237,101.259,64.6,-78.75,7.5575,406.03
2026-01-15T09:08:00Z,4.48,1.7174,101.147,62.97,-81.03,7.6054,406.01
2026-01-15T09:08:30Z,5.3,1.724,101.161,61.87,-81.93,7.6015,406.62
2026-01-15T09:09:00Z,7.09,1.3636,101.325,62.39,-79.22,7.5912,405.96
2026-01-15T09:09:30Z,8.55,1.2746,101.09,62.32,-79.16,7.6202,406.02
2026-01-15T09:10:00Z,64.01,1.7685,101.043,61.91,-79.3,7.5774,405.7
2026-01-15T09:10:30Z,70.86,1.8044,101.14,63.36,-79.34,7.6424,405.95
2026-01-15T09:11:00Z,67.51,1.4826,101.14,62.13,-80.15,7.5778,405.68
2026-01-15T09:11:30Z,77.04,1.3675,101.062,61.28,-78.75,7.5882,406.39
2026-01-15T09:12:00Z,72.04,1.6736,101.021,63.21,-79.66,7.576,407.05
2026-01-15T09:12:30Z,70.33,1.812,101.288,61.92,-80.1,7.5923,406.12
2026-01-15T09:13:00Z,74.77,1.957,101.129,63.12,-79.79,7.6025,405.74
2026-01-15T09:13:30Z,66.14,1.7812,101.043,63.13,-76.88,7.5846,406.53
2026-01-15T09:14:00Z,75.12,1.6657,101.174,63.34,-81.27,7.6236,406.06
2026-01-15T09:14:30Z,62.05,1.6065,101.092,66.41,-78.46,7.5941,406.69
2026-01-15T09:15:00Z,71.91,1.7625,101.08,64.66,-80.94,7.5961,406.24
2026-01-15T09:15:30Z,76.96,1.7375,101.144,65.07,-78.91,7.574,406.16
2026-01-15T09:16:00Z,74.61,1.6529,100.995,63.28,-79.15,7.602,406.32
2026-01-15T09:16:30Z,75.66,2.1365,101.126,64.64,-80.97,7.5926,406.63
2026-01-15T09:17:00Z,68.35,2.1222,101.25,65.76,-77.84,7.5848,406.36
2026-01-15T09:17:30Z,75.19,2.0512,101.134,64.78,-78.58,7.5832,406.31
2026-01-15T09:18:00Z,8.82,1.7701,101.066,66.99,-80.46,7.654,406.43
2026-01-15T09:18:30Z,10.53,2.065,101.055,65.17,-76.75,7.5972,406.15
2026-01-15T09:19:00Z,8.75,2.0624,101.062,66.38,-75.84,7.5753,406.68
2026-01-15T09:19:30Z,8.18,2.0634,101.074,66.38,-75.56,7.5925,406.06
2026-01-15T09:20:00Z,8.98,2.2161,101.063,67.45,-76.71,7.6075,406.5
2026-01-15T09:20:30Z,9.83,2.1565,101.166,66.97,-76.87,7.6217,406.9
2026-01-15T09:21:00Z,14.61,2.2057,100.953,67.68,-75.11,7.6241,406.8
2026-01-15T09:21:30Z,10.7,2.2245,101.16,68.05,-74.45,7.6288,406.93
2026-01-15T09:22:00Z,13.72,2.2152,101.06,67.91,-74.88,7.6047,406.77
2026-01-15T09:22:30Z,11.65,1.9325,101.12,69.49,-77.13,7.6268,407.19
2026-01-15T09:23:00Z,14.95,2.2492,100.999,69.6,-75.51,7.6049,407.16
2026-01-15T09:23:30Z,14.69,2.1905,101.195,69.65,-74.98,7.6125,407.06
2026-01-15T09:24:00Z,14.44,2.1199,101.187,69.69,-77.43,7.6091,407.25
2026-01-15T09:24:30Z,15.2,2.6027,101.164,71.3,-74.43,7.6063,407.24
2026-01-15T09:25:00Z,14.86,2.6489,100.965,70.66,-72.01,7.6539,406.93
2026-01-15T09:25:30Z,17.11,2.6331,101.152,70.99,-73.7,7.6491,406.71
2026-01-15T09:26:00Z,16.36,2.5075,101.118,71.8,-72.44,7.6575,407.28
2026-01-15T09:26:30Z,15.81,2.7123,100.956,73.79,-73.72,7.6414,407.37
2026-01-15T09:27:00Z,16.34,2.5523,101.082,71.16,-73.75,7.6589,407.58
2026-01-15T09:27:30Z,19.13,2.622,101.112,73.69,-72.93,7.6109,407.02
2026-01-15T09:28:00Z,21.86,2.469,101.127,71.44,-74.09,7.6661,407.08
2026-01-15T09:28:30Z,20.36,2.7341,101.096,73.96,-73.99,7.6552,407.54
2026-01-15T09:29:00Z,20.57,2.7254,101.104,75.74,-71.04,7.667,407.43
2026-01-15T09:29:30Z,21.8,2.5627,101.198,75.07,-70.63,7.6648,406.93
2026-01-15T09:30:00Z,23.96,2.7923,101.178,75.17,-73.19,7.6403,407.66
2026-01-15T09:30:30Z,22.96,2.8299,100.85,74.86,-70.56,7.6328,407.04
2026-01-15T09:31:00Z,22.64,3.1533,101.053,75.87,-71.55,7.6513,407.37
2026-01-15T09:31:30Z,25.54,3.0596,101.065,76.0,-70.76,7.6797,408.1
2026-01-15T09:32:00Z,25.15,2.9687,100.937,75.88,-70.33,7.6849,408.3
2026-01-15T09:32:30Z,27.43,3.0457,101.084,76.79,-69.42,7.6465,407.43
2026-01-15T09:33:00Z,26.02,3.0561,101.176,77.69,-70.24,7.657,407.75
2026-01-15T09:33:30Z,24.52,3.0599,100.988,77.14,-68.37,7.6649,407.91
2026-01-15T09:34:00Z,24.91,2.9684,101.101,77.5,-69.42,7.6749,408.48
2026-01-15T09:34:30Z,30.04,3.1482,101.001,77.35,-68.78,7.6575,407.84
2026-01-15T09:35:00Z,30.74,3.0985,101.019,79.49,-70.26,7.6589,407.89
2026-01-15T09:35:30Z,28.47,3.062,101.191,80.04,-66.41,7.6735,408.55
2026-01-15T09:36:00Z,28.75,3.3648,101.028,80.11,-68.18,7.6943,408.02
2026-01-15T09:36:30Z,32.08,3.3847,101.108,81.23,-67.64,7.6715,408.39
2026-01-15T09:37:00Z,28.79,3.0954,100.921,80.72,-70.17,7.6952,407.78
2026-01-15T09:37:30Z,29.66,3.3816,101.219,81.39,-68.99,7.7212,408.21
2026-01-15T09:38:00Z,32.5,3.5853,101.117,81.66,-66.28,7.6764,407.81
2026-01-15T09:38:30Z,31.47,3.6299,101.054,81.62,-67.18,7.7006,408.03
2026-01-15T09:39:00Z,32.57,3.6592,101.114,81.52,-69.59,7.7275,408.64
2026-01-15T09:39:30Z,32.84,3.5446,100.954,84.6,-65.83,7.7009,408.41
2026-01-15T09:40:00Z,34.08,3.4446,101.161,13.51,-67.51,7.6999,408.37
2026-01-15T09:40:30Z,36.16,3.4404,101.04,14.19,-64.95,7.7368,408.28
2026-01-15T09:41:00Z,34.64,3.6853,101.049,8.59,-66.55,7.7094,408.47
2026-01-15T09:41:30Z,35.91,3.7201,101.025,10.02,-66.0,7.7396,408.66
2026-01-15T09:42:00Z,32.3,3.8849,101.017,13.51,-64.64,7.728,408.9
2026-01-15T09:42:30Z,35.72,3.8843,101.119,8.59,-66.95,7.7144,407.85
2026-01-15T09:43:00Z,34.92,3.7258,101.083,15.41,-66.89,7.7326,408.42
2026-01-15T09:43:30Z,34.73,3.5842,101.114,16.4,-65.76,7.7311,408.74
2026-01-15T09:44:00Z,35.61,3.747,101.06,17.2,-64.38,7.7467,408.69
2026-01-15T09:44:30Z,36.76,3.8502,101.101,9.02,-66.81,7.7169,408.87
2026-01-15T09:45:00Z,38.96,3.8089,101.026,17.4,-67.07,7.7301,408.85
2026-01-15T09:45:30Z,35.9,3.7729,101.237,8.68,-63.95,7.7294,408.7
2026-01-15T09:46:00Z,38.22,3.9165,100.933,12.74,-65.53,7.746,408.66
2026-01-15T09:46:30Z,37.72,3.8207,101.159,16.4,-65.16,7.7126,408.76
2026-01-15T09:47:00Z,38.2,3.8184,101.167,8.7,-66.81,7.7545,409.2
2026-01-15T09:47:30Z,40.42,3.9743,100.988,8.18,-65.3,7.7445,408.65
2026-01-15T09:48:00Z,39.93,3.881,101.234,86.38,-64.4,7.7097,408.87
2026-01-15T09:48:30Z,41.31,3.9901,101.135,85.87,-63.19,7.7611,408.95
2026-01-15T09:49:00Z,39.23,4.0053,101.132,87.23,-65.16,7.7823,409.38
2026-01-15T09:49:30Z,38.56,3.8029,101.056,87.21,-62.19,7.7583,408.83
2026-01-15T09:50:00Z,39.39,3.9096,101.036,86.83,-64.94,7.7673,409.21
2026-01-15T09:50:30Z,40.19,4.204,101.036,86.09,-64.9,7.7409,409.3
2026-01-15T09:51:00Z,40.17,3.8191,101.083,87.06,-62.2,7.7063,408.92
2026-01-15T09:51:30Z,38.33,3.6796,101.163,86.9,-63.77,7.7029,408.87
2026-01-15T09:52:00Z,40.12,3.72,101.065,85.66,-64.67,7.7451,408.84
2026-01-15T09:52:30Z,40.34,4.0044,100.977,85.53,-64.19,7.7282,408.86
2026-01-15T09:53:00Z,43.77,4.0039,101.115,87.56,-62.38,7.7217,409.19
2026-01-15T09:53:30Z,42.77,3.9794,101.122,84.37,-62.26,7.7386,409.0
2026-01-15T09:54:00Z,38.62,4.1756,101.1,87.14,-65.02,7.7519,408.99
2026-01-15T09:54:30Z,39.39,3.5874,101.107,86.41,-64.13,7.7102,408.57
2026-01-15T09:55:00Z,37.53,4.0412,101.025,88.13,-64.01,7.7298,408.61
2026-01-15T09:55:30Z,38.72,4.208,100.971,86.24,-65.36,7.7684,409.53
2026-01-15T09:56:00Z,39.94,3.7952,100.976,87.3,-64.3,7.7161,408.82
2026-01-15T09:56:30Z,41.11,3.8965,100.914,86.14,-64.3,7.7543,408.63
2026-01-15T09:57:00Z,38.03,3.8283,101.063,86.53,-63.02,7.7264,409.27
2026-01-15T09:57:30Z,37.93,3.7935,101.036,87.01,-63.03,7.7461,408.91
2026-01-15T09:58:00Z,35.47,3.8637,101.007,85.66,-64.98,7.7561,408.97
2026-01-15T09:58:30Z,38.2,4.1104,100.805,86.96,-64.95,7.7479,408.74
2026-01-15T09:59:00Z,36.58,4.1542,100.941,84.79,-64.01,7.7501,408.66
2026-01-15T09:59:30Z,37.1,3.8091,101.13,85.89,-65.64,7.7076,408.68
2026-01-15T10:00:00Z,36.27,4.125,100.987,86.31,-64.37,7.7516,408.28
2026-01-15T10:00:30Z,37.12,3.823,101.068,85.84,-65.32,7.7108,408.64
2026-01-15T10:01:00Z,34.29,4.0579,100.927,86.86,-66.53,7.7315,408.73
2026-01-15T10:01:30Z,34.36,3.7568,101.153,83.94,-66.68,7.7299,409.16
2026-01-15T10:02:00Z,39.38,3.7653,101.026,83.08,-63.96,7.7327,408.6
2026-01-15T10:02:30Z,33.86,3.7741,101.06,83.2,-66.06,7.728,407.84
2026-01-15T10:03:00Z,33.73,4.1686,101.222,84.58,-64.09,7.7026,408.47
2026-01-15T10:03:30Z,37.7,3.7909,101.156,84.13,-66.86,7.6905,409.28
2026-01-15T10:04:00Z,38.86,3.5275,101.01,83.44,-66.09,7.733,408.68
2026-01-15T10:04:30Z,32.29,3.7483,100.986,81.91,-63.78,7.7172,408.14
2026-01-15T10:05:00Z,33.02,3.5171,101.007,83.48,-68.13,7.7344,408.52
2026-01-15T10:05:30Z,33.59,3.4653,101.073,81.16,-69.35,7.7084,408.07
2026-01-15T10:06:00Z,35.17,3.6416,101.023,83.21,-65.75,7.6789,407.84
2026-01-15T10:06:30Z,30.59,3.4757,100.999,84.57,-68.52,7.7241,408.1
2026-01-15T10:07:00Z,31.17,3.4777,101.148,81.73,-67.79,7.695,408.19
2026-01-15T10:07:30Z,32.17,3.4021,101.021,81.58,-68.7,7.7068,407.55
2026-01-15T10:08:00Z,31.1,3.4139,101.213,80.14,-67.92,7.6846,407.72
2026-01-15T10:08:30Z,29.33,3.3898,101.036,78.45,-69.63,7.728,408.02
2026-01-15T10:09:00Z,29.12,2.9975,101.171,79.28,-68.96,7.675,407.84
2026-01-15T10:09:30Z,26.68,3.3495,101.056,78.4,-68.46,7.6832,408.03
2026-01-15T10:10:00Z,27.8,3.0631,101.103,77.66,-104.83,7.6895,407.5
2026-01-15T10:10:30Z,27.16,2.9545,100.968,80.43,-101.42,7.6629,408.02
2026-01-15T10:11:00Z,27.31,3.122,100.957,78.58,-99.32,7.6887,407.4
2026-01-15T10:11:30Z,25.52,3.1029,101.061,78.28,-104.11,7.7116,408.2
2026-01-15T10:12:00Z,26.45,2.9455,101.103,77.19,-104.13,7.6668,407.14
2026-01-15T10:12:30Z,26.64,3.133,101.026,76.91,-101.02,7.6818,407.27
2026-01-15T10:13:00Z,24.74,2.7657,100.919,77.63,-103.36,7.6161,407.67
2026-01-15T10:13:30Z,24.41,2.8644,100.913,76.22,-99.89,7.6676,407.99
2026-01-15T10:14:00Z,23.34,2.796,100.907,76.37,-98.35,7.6593,407.53
2026-01-15T10:14:30Z,22.63,2.8349,100.879,75.22,-72.51,7.6464,407.55
2026-01-15T10:15:00Z,20.92,2.8418,101.028,74.66,-71.17,7.6816,407.33
2026-01-15T10:15:30Z,21.85,2.6069,101.109,73.17,-70.56,7.6507,406.96
2026-01-15T10:16:00Z,20.6,2.8249,101.017,72.19,-73.12,7.6509,407.07
2026-01-15T10:16:30Z,23.26,2.684,100.837,73.48,-72.25,7.6441,406.8
2026-01-15T10:17:00Z,21.85,2.3492,101.002,73.39,-73.4,7.6105,406.72
2026-01-15T10:17:30Z,19.45,2.2978,101.003,71.63,-72.95,7.6235,407.17
2026-01-15T10:18:00Z,17.11,2.5487,101.183,72.47,-71.78,7.6626,406.66
2026-01-15T10:18:30Z,15.98,2.4765,100.898,72.15,-73.32,7.5984,407.04
2026-01-15T10:19:00Z,18.83,2.4537,100.983,69.54,-76.33,7.6226,406.5
2026-01-15T10:19:30Z,16.83,2.425,101.15,70.38,-73.93,7.6273,406.93
2026-01-15T10:20:00Z,16.56,2.4234,101.049,71.3,-73.26,7.6675,406.64
2026-01-15T10:20:30Z,12.64,2.4926,101.057,70.89,-75.26,7.6454,407.16
2026-01-15T10:21:00Z,16.07,2.1453,101.021,68.97,-74.06,7.6163,406.78
2026-01-15T10:21:30Z,14.79,2.0982,101.037,69.9,-76.34,7.651,407.0
2026-01-15T10:22:00Z,11.88,2.0726,101.073,70.39,-77.54,7.6076,406.36
2026-01-15T10:22:30Z,12.29,2.2433,100.945,69.78,-75.83,7.6402,406.55
2026-01-15T10:23:00Z,12.86,2.3508,101.079,68.55,-78.35,7.5904,406.19
2026-01-15T10:23:30Z,12.01,2.0643,100.899,67.82,-76.76,7.6367,406.32
2026-01-15T10:24:00Z,10.98,1.7194,101.034,67.32,-75.16,7.6049,406.32
2026-01-15T10:24:30Z,10.76,1.8056,101.021,68.08,-79.22,7.5902,406.14
2026-01-15T10:25:00Z,10.05,1.9037,100.957,67.48,-78.68,7.6042,405.94
2026-01-15T10:25:30Z,10.18,1.9134,101.004,67.6,-78.59,7.612,405.84
2026-01-15T10:26:00Z,11.7,1.9052,100.955,66.8,-77.63,7.5945,405.52
2026-01-15T10:26:30Z,5.2,1.9426,100.919,67.19,-78.19,7.6135,405.87
2026-01-15T10:27:00Z,8.27,1.8615,100.975,66.18,-76.27,7.5889,406.34
2026-01-15T10:27:30Z,8.48,2.0381,100.915,66.59,-76.98,7.6111,405.63
2026-01-15T10:28:00Z,8.26,1.753,101.028,66.41,-77.71,7.6058,405.67
2026-01-15T10:28:30Z,6.88,1.6998,100.91,64.49,-78.3,7.5941,406.58
2026-01-15T10:29:00Z,4.44,1.877,101.058,63.24,-78.16,7.5848,405.82
2026-01-15T10:29:30Z,7.23,1.552,100.906,66.37,-79.82,7.5952,406.08
2026-01-15T10:30:00Z,9.0,1.8192,100.954,64.86,-77.9,7.6017,406.14
2026-01-15T10:30:30Z,3.81,1.7558,100.949,62.69,-80.4,7.6306,406.12
2026-01-15T10:31:00Z,7.12,1.6993,101.104,63.5,-78.19,7.6069,405.44
2026-01-15T10:31:30Z,5.06,1.942,101.024,64.81,-77.88,7.6064,405.8
